,bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,venue,team1,4 wicket,5 wicket,dr11Score
10571,UT Yadav,3,21,0,0,7.0,2010-03-31,Rajasthan Royals,Delhi Daredevils,Feroz Shah Kotla,Rajasthan Royals,0,0,4
10572,UT Yadav,4,35,0,1,9.0,2012-04-29,Rajasthan Royals,Delhi Daredevils,Feroz Shah Kotla,Rajasthan Royals,0,0,29
10573,UT Yadav,4,28,0,1,7.0,2012-05-01,Delhi Daredevils,Delhi Daredevils,Sawai Mansingh Stadium,Rajasthan Royals,0,0,29
10574,UT Yadav,4,24,0,4,6.0,2013-04-06,Rajasthan Royals,Rajasthan Royals,Feroz Shah Kotla,Rajasthan Royals,1,0,112
10575,UT Yadav,3,28,0,0,9.0,2013-05-07,Delhi Daredevils,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,0,0,4
10576,UT Yadav,3,31,0,0,10.0,2014-05-05,Kolkata Knight Riders,Rajasthan Royals,"Sardar Patel Stadium, Motera",Rajasthan Royals,0,0,4
10577,UT Yadav,4,36,0,2,9.0,2015-05-16,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,Rajasthan Royals,0,0,54
10578,Umar Gul,4,31,0,4,8.0,2008-05-01,Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,1,0,112
10579,Umar Gul,4,30,1,2,8.0,2008-05-20,Rajasthan Royals,Rajasthan Royals,Eden Gardens,Rajasthan Royals,0,0,62
10580,V Kohli,2,16,0,0,8.0,2008-05-17,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,0,0,4
10581,V Kohli,3,17,0,0,6.0,2011-05-11,Royal Challengers Bangalore,Royal Challengers Bangalore,Sawai Mansingh Stadium,Rajasthan Royals,0,0,4
10582,V Kohli,0,4,0,1,inf,2015-04-24,Royal Challengers Bangalore,Royal Challengers Bangalore,"Sardar Patel Stadium, Motera",Rajasthan Royals,0,0,29
10583,V Pratap Singh,4,31,0,3,8.0,2012-05-18,Rajasthan Royals,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,0,0,79
10584,V Sehwag,2,21,0,1,10.0,2008-05-11,Delhi Daredevils,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,0,0,29
10585,V Sehwag,0,2,0,1,inf,2010-03-31,Rajasthan Royals,Delhi Daredevils,Feroz Shah Kotla,Rajasthan Royals,0,0,29
10586,V Sehwag,2,15,0,0,8.0,2012-05-01,Delhi Daredevils,Delhi Daredevils,Sawai Mansingh Stadium,Rajasthan Royals,0,0,4
10587,V Shankar,1,19,0,0,19.0,2014-05-13,Rajasthan Royals,Chennai Super Kings,JSCA International Stadium Complex,Rajasthan Royals,0,0,4
10588,VR Aaron,3,41,0,0,14.0,2014-05-11,Rajasthan Royals,Rajasthan Royals,M Chinnaswamy Stadium,Rajasthan Royals,0,0,4
10589,VRV Singh,4,32,0,0,8.0,2008-05-28,Rajasthan Royals,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,0,0,4
10590,VRV Singh,4,19,0,0,5.0,2009-04-26,Rajasthan Royals,Kings XI Punjab,Newlands,Rajasthan Royals,0,0,4
10591,VS Malik,3,14,0,2,5.0,2013-05-22,Sunrisers Hyderabad,Rajasthan Royals,Feroz Shah Kotla,Rajasthan Royals,0,0,54
10592,VS Malik,4,26,0,0,6.0,2013-05-24,Rajasthan Royals,Mumbai Indians,Eden Gardens,Rajasthan Royals,0,0,4
10593,VS Malik,3,29,0,1,10.0,2014-05-23,Rajasthan Royals,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,0,0,29
10594,VY Mahesh,2,35,0,0,18.0,2008-05-11,Delhi Daredevils,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,0,0,4
10595,VY Mahesh,4,50,0,2,12.0,2008-05-30,Rajasthan Royals,Rajasthan Royals,Wankhede Stadium,Rajasthan Royals,0,0,54
10596,VY Mahesh,4,21,0,2,5.0,2012-05-10,Chennai Super Kings,Chennai Super Kings,Sawai Mansingh Stadium,Rajasthan Royals,0,0,54
10597,WA Mota,1,12,0,0,12.0,2008-04-21,Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,0,0,4
10598,WD Parnell,2,12,0,1,6.0,2012-05-08,Rajasthan Royals,Rajasthan Royals,Subrata Roy Sahara Stadium,Rajasthan Royals,0,0,29
10599,WD Parnell,3,27,0,3,9.0,2013-05-05,Pune Warriors,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,0,0,79
10600,WD Parnell,4,35,0,1,9.0,2014-05-03,Rajasthan Royals,Rajasthan Royals,Feroz Shah Kotla,Rajasthan Royals,0,0,29
10601,WPUJC Vaas,4,42,0,1,10.0,2008-04-24,Rajasthan Royals,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,0,0,29
10602,WPUJC Vaas,4,19,0,2,5.0,2009-05-11,Rajasthan Royals,Deccan Chargers,De Beers Diamond Oval,Rajasthan Royals,0,0,54
10603,WPUJC Vaas,3,29,0,0,10.0,2010-03-26,Deccan Chargers,Rajasthan Royals,"Sardar Patel Stadium, Motera",Rajasthan Royals,0,0,4
10604,Y Gnaneswara Rao,1,7,0,0,7.0,2011-05-15,Rajasthan Royals,Kochi Tuskers Kerala,Holkar Cricket Stadium,Rajasthan Royals,0,0,4
10605,Y Venugopal Rao,1,15,0,0,15.0,2008-05-09,Deccan Chargers,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,0,0,4
10606,Y Venugopal Rao,2,23,0,2,12.0,2009-05-02,Rajasthan Royals,Rajasthan Royals,St George's Park,Rajasthan Royals,0,0,54
10607,YA Abdulla,4,21,0,3,5.0,2009-04-26,Rajasthan Royals,Kings XI Punjab,Newlands,Rajasthan Royals,0,0,79
10608,YA Abdulla,3,44,0,0,15.0,2009-05-05,Rajasthan Royals,Rajasthan Royals,Kingsmead,Rajasthan Royals,0,0,4
10609,YK Pathan,2,17,0,0,8.0,2008-04-19,Rajasthan Royals,Delhi Daredevils,Feroz Shah Kotla,Rajasthan Royals,0,0,4
10610,YK Pathan,1,13,0,0,13.0,2008-04-21,Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,0,0,4
10611,YK Pathan,2,20,0,2,10.0,2008-04-24,Rajasthan Royals,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,0,0,54
10612,YK Pathan,1,10,0,0,10.0,2008-04-26,Rajasthan Royals,Rajasthan Royals,M Chinnaswamy Stadium,Rajasthan Royals,0,0,4
10613,YK Pathan,2,14,0,1,7.0,2008-05-01,Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,0,0,29
10614,YK Pathan,2,19,0,1,10.0,2008-05-09,Deccan Chargers,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,0,0,29
10615,YK Pathan,2,28,0,0,14.0,2008-05-17,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,0,0,4
10616,YK Pathan,2,14,0,1,7.0,2008-05-20,Rajasthan Royals,Rajasthan Royals,Eden Gardens,Rajasthan Royals,0,0,29
10617,YK Pathan,3,9,0,0,3.0,2008-05-26,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,0,0,4
10618,YK Pathan,2,24,0,1,12.0,2008-05-28,Rajasthan Royals,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,0,0,29
10619,YK Pathan,2,17,0,0,8.0,2009-04-18,Rajasthan Royals,Royal Challengers Bangalore,Newlands,Rajasthan Royals,0,0,4
10620,YK Pathan,4,27,0,0,7.0,2009-04-23,Rajasthan Royals,0,Newlands,Rajasthan Royals,0,0,4
10621,YK Pathan,4,30,0,0,8.0,2009-04-26,Rajasthan Royals,Kings XI Punjab,Newlands,Rajasthan Royals,0,0,4
10622,YK Pathan,2,14,0,0,7.0,2009-04-28,Rajasthan Royals,Rajasthan Royals,SuperSport Park,Rajasthan Royals,0,0,4
10623,YK Pathan,4,19,0,1,5.0,2009-05-02,Rajasthan Royals,Rajasthan Royals,St George's Park,Rajasthan Royals,0,0,29
10624,YK Pathan,4,28,0,1,7.0,2009-05-05,Rajasthan Royals,Rajasthan Royals,Kingsmead,Rajasthan Royals,0,0,29
10625,YK Pathan,4,34,0,3,8.0,2009-05-11,Rajasthan Royals,Deccan Chargers,De Beers Diamond Oval,Rajasthan Royals,0,0,79
10626,YK Pathan,3,25,0,0,8.0,2009-05-14,Rajasthan Royals,Rajasthan Royals,Kingsmead,Rajasthan Royals,0,0,4
10627,YK Pathan,1,4,0,0,4.0,2009-05-17,Rajasthan Royals,Delhi Daredevils,OUTsurance Oval,Rajasthan Royals,0,0,4
10628,YK Pathan,2,22,0,0,11.0,2010-03-13,Rajasthan Royals,Mumbai Indians,Brabourne Stadium,Rajasthan Royals,0,0,4
10629,YK Pathan,4,23,0,2,6.0,2010-03-20,Kolkata Knight Riders,Rajasthan Royals,"Sardar Patel Stadium, Motera",Rajasthan Royals,0,0,54
10630,YK Pathan,2,9,0,2,4.0,2010-03-24,Rajasthan Royals,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,0,0,54
10631,YK Pathan,2,12,0,0,6.0,2010-03-26,Deccan Chargers,Rajasthan Royals,"Sardar Patel Stadium, Motera",Rajasthan Royals,0,0,4
10632,YK Pathan,3,25,0,0,8.0,2010-03-31,Rajasthan Royals,Delhi Daredevils,Feroz Shah Kotla,Rajasthan Royals,0,0,4
10633,YK Pathan,2,3,0,0,2.0,2010-04-05,Rajasthan Royals,Rajasthan Royals,"Vidarbha Cricket Association Stadium, Jamtha",Rajasthan Royals,0,0,4
10634,YK Pathan,4,26,0,0,6.0,2010-04-07,Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,0,0,4
10635,YK Pathan,4,24,0,0,6.0,2010-04-11,Mumbai Indians,Mumbai Indians,Sawai Mansingh Stadium,Rajasthan Royals,0,0,4
10636,YK Pathan,3,32,0,0,11.0,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,Rajasthan Royals,0,0,4
10637,YK Pathan,1,4,0,2,4.0,2011-04-15,Kolkata Knight Riders,Kolkata Knight Riders,Sawai Mansingh Stadium,Rajasthan Royals,0,0,54
10638,YK Pathan,2,10,0,1,5.0,2011-04-17,Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,Rajasthan Royals,0,0,29
10639,YK Pathan,2,28,0,0,14.0,2012-04-08,Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,0,0,4
10640,YK Pathan,3,19,0,1,6.0,2012-04-13,Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,Rajasthan Royals,0,0,29
10641,YS Chahal,3,17,1,1,6.0,2014-04-26,Royal Challengers Bangalore,Rajasthan Royals,Sheikh Zayed Stadium,Rajasthan Royals,0,0,37
10642,YS Chahal,4,24,0,1,6.0,2014-05-11,Rajasthan Royals,Rajasthan Royals,M Chinnaswamy Stadium,Rajasthan Royals,0,0,29
10643,YS Chahal,3,25,0,2,8.0,2015-04-24,Royal Challengers Bangalore,Royal Challengers Bangalore,"Sardar Patel Stadium, Motera",Rajasthan Royals,0,0,54
10644,YS Chahal,4,20,0,2,5.0,2015-05-20,Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,Rajasthan Royals,0,0,54
10645,Yuvraj Singh,1,20,0,0,20.0,2008-05-28,Rajasthan Royals,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,0,0,4
10646,Yuvraj Singh,2,9,0,0,4.0,2009-04-26,Rajasthan Royals,Kings XI Punjab,Newlands,Rajasthan Royals,0,0,4
10647,Yuvraj Singh,1,9,0,0,9.0,2009-05-05,Rajasthan Royals,Rajasthan Royals,Kingsmead,Rajasthan Royals,0,0,4
10648,Yuvraj Singh,1,12,0,0,12.0,2010-03-24,Rajasthan Royals,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,0,0,4
