,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,venue,team1,50s,100s,ducks,dr11Score
10653,MEK Hussey,37.0,25.0,3.0,1.0,148.0,Sohail Tanvir,['Imran Nazir'],caught,MEK Hussey,2007-09-18,Pakistan,Pakistan,New Wanderers Stadium,Australia,0,0,0,46.0
10654,MEK Hussey,13.0,12.0,0.0,1.0,108.33333333333331,Joginder Sharma,['Yuvraj Singh'],caught,MEK Hussey,2007-09-22,India,India,Kingsmead,Australia,0,0,0,19.0
10655,MEK Hussey,22.0,16.0,4.0,0.0,137.5,JS Patel,['BB McCullum'],stumped,MEK Hussey,2007-12-11,New Zealand,Australia,Western Australia Cricket Association Ground,Australia,0,0,0,30.0
10656,MEK Hussey,7.0,8.0,0.0,0.0,87.5,JA Morkel,['HH Gibbs'],run out,MEK Hussey,2009-01-11,South Africa,Australia,Melbourne Cricket Ground,Australia,0,0,0,11.0
10657,MEK Hussey,53.0,33.0,5.0,1.0,160.6060606060606,M Morkel,['M Morkel'],run out,RT Ponting,2009-01-13,South Africa,Australia,"Brisbane Cricket Ground, Woolloongabba",Australia,1,0,0,72.0
10658,MEK Hussey,0.0,1.0,0.0,0.0,0.0,RJ Peterson,['J Botha'],run out,MEK Hussey,2009-03-27,Australia,South Africa,New Wanderers Stadium,Australia,0,0,1,2.0
10659,MEK Hussey,28.0,18.0,3.0,1.0,155.55555555555554,notOut,notOut,notOut,notOut,2009-06-06,West Indies,West Indies,Kennington Oval,Australia,0,0,0,37.0
10660,MEK Hussey,1.0,6.0,0.0,0.0,16.666666666666664,BAW Mendis,0,lbw,MEK Hussey,2009-06-08,Sri Lanka,Sri Lanka,Trent Bridge,Australia,0,0,0,5.0
10661,MEK Hussey,17.0,8.0,1.0,1.0,212.5,notOut,notOut,notOut,notOut,2010-05-02,Pakistan,Australia,"Beausejour Stadium, Gros Islet",Australia,0,0,0,24.0
10662,MEK Hussey,47.0,31.0,4.0,1.0,151.61290322580646,Shafiul Islam,['Mushfiqur Rahim'],run out,SPD Smith,2010-05-05,Bangladesh,Australia,"Kensington Oval, Bridgetown",Australia,0,0,0,57.0
10663,MEK Hussey,8.0,10.0,0.0,0.0,80.0,A Nehra,0,bowled,MEK Hussey,2010-05-07,India,Australia,"Kensington Oval, Bridgetown",Australia,0,0,0,12.0
10664,MEK Hussey,39.0,26.0,4.0,1.0,150.0,notOut,notOut,notOut,notOut,2010-05-09,Sri Lanka,Australia,"Kensington Oval, Bridgetown",Australia,0,0,0,49.0
10665,MEK Hussey,60.0,25.0,3.0,6.0,240.0,notOut,notOut,notOut,notOut,2010-05-14,Pakistan,Australia,"Beausejour Stadium, Gros Islet",Australia,1,0,0,87.0
10666,MEK Hussey,17.0,10.0,2.0,0.0,170.0,notOut,notOut,notOut,notOut,2010-05-16,England,England,"Kensington Oval, Bridgetown",Australia,0,0,0,23.0
10667,MEK Hussey,18.0,15.0,3.0,0.0,120.0,Umar Gul,0,bowled,MEK Hussey,2010-07-05,Pakistan,Pakistan,Edgbaston,Australia,0,0,0,25.0
10668,MEK Hussey,25.0,14.0,4.0,0.0,178.5714285714286,Umar Gul,0,lbw,MEK Hussey,2010-07-06,Pakistan,Pakistan,Edgbaston,Australia,0,0,0,33.0
10669,MEK Hussey,59.0,47.0,4.0,2.0,125.531914893617,notOut,notOut,notOut,notOut,2012-03-27,Australia,Australia,"Beausejour Stadium, Gros Islet",Australia,1,0,0,79.0
10670,MEK Hussey,14.0,10.0,0.0,1.0,140.0,MN Samuels,0,caught and bowled,MEK Hussey,2012-03-30,Australia,West Indies,"Kensington Oval, Bridgetown",Australia,0,0,0,20.0
10671,MEK Hussey,1.0,3.0,0.0,0.0,33.33333333333333,Sohail Tanvir,['Shoaib Malik'],caught,MEK Hussey,2012-09-05,Pakistan,Pakistan,Dubai International Cricket Stadium,Australia,0,0,0,5.0
10672,MEK Hussey,23.0,27.0,1.0,1.0,85.18518518518519,Umar Gul,['Shoaib Malik'],caught,MEK Hussey,2012-09-07,Pakistan,0,Dubai International Cricket Stadium,Australia,0,0,0,30.0
10673,MEK Hussey,12.0,14.0,1.0,0.0,85.71428571428571,Saeed Ajmal,0,bowled,MEK Hussey,2012-09-10,Pakistan,Australia,Dubai International Cricket Stadium,Australia,0,0,0,17.0
10674,MEK Hussey,10.0,11.0,0.0,0.0,90.9090909090909,KJ O'Brien,0,lbw,MEK Hussey,2012-09-19,Ireland,Australia,R Premadasa Stadium,Australia,0,0,0,14.0
10675,MEK Hussey,28.0,19.0,3.0,1.0,147.36842105263156,notOut,notOut,notOut,notOut,2012-09-22,West Indies,Australia,R Premadasa Stadium,Australia,0,0,0,37.0
10676,MEK Hussey,45.0,38.0,2.0,2.0,118.42105263157892,notOut,notOut,notOut,notOut,2012-09-30,South Africa,Australia,R Premadasa Stadium,Australia,0,0,0,55.0
10677,MEK Hussey,54.0,48.0,4.0,1.0,112.5,notOut,notOut,notOut,notOut,2012-10-02,Pakistan,Pakistan,R Premadasa Stadium,Australia,1,0,0,72.0
10678,MG Johnson,9.0,5.0,1.0,0.0,180.0,notOut,notOut,notOut,notOut,2007-09-12,Zimbabwe,Zimbabwe,Newlands,Australia,0,0,0,14.0
10679,MG Johnson,1.0,1.0,0.0,0.0,100.0,notOut,notOut,notOut,notOut,2007-09-18,Pakistan,Pakistan,New Wanderers Stadium,Australia,0,0,0,5.0
10680,MG Johnson,4.0,1.0,1.0,0.0,400.0,notOut,notOut,notOut,notOut,2007-09-22,India,India,Kingsmead,Australia,0,0,0,9.0
10681,MG Johnson,10.0,11.0,1.0,0.0,90.9090909090909,WD Parnell,0,bowled,MG Johnson,2009-03-27,Australia,South Africa,New Wanderers Stadium,Australia,0,0,0,15.0
10682,MG Johnson,9.0,7.0,1.0,0.0,128.57142857142858,FH Edwards,['DJ Bravo'],caught,MG Johnson,2009-06-06,West Indies,West Indies,Kennington Oval,Australia,0,0,0,14.0
10683,MG Johnson,28.0,13.0,2.0,2.0,215.38461538461542,notOut,notOut,notOut,notOut,2009-06-08,Sri Lanka,Sri Lanka,Trent Bridge,Australia,0,0,0,38.0
10684,MG Johnson,2.0,7.0,0.0,0.0,28.57142857142857,Umar Gul,['Kamran Akmal'],caught,MG Johnson,2010-02-05,Pakistan,Australia,Melbourne Cricket Ground,Australia,0,0,0,6.0
10685,MG Johnson,4.0,7.0,0.0,0.0,57.14285714285714,DJG Sammy,0,caught and bowled,MG Johnson,2010-02-21,West Indies,Australia,Bellerive Oval,Australia,0,0,0,8.0
10686,MG Johnson,1.0,3.0,0.0,0.0,33.33333333333333,SE Bond,0,bowled,MG Johnson,2010-02-26,Australia,Australia,Westpac Stadium,Australia,0,0,0,5.0
10687,MG Johnson,0.0,1.0,0.0,0.0,0.0,Mohammad Amir,0,bowled,MG Johnson,2010-05-02,Pakistan,Australia,"Beausejour Stadium, Gros Islet",Australia,0,0,1,2.0
10688,MG Johnson,5.0,3.0,1.0,0.0,166.66666666666669,notOut,notOut,notOut,notOut,2010-05-14,Pakistan,Australia,"Beausejour Stadium, Gros Islet",Australia,0,0,0,10.0
10689,MG Johnson,3.0,4.0,0.0,0.0,75.0,Saeed Ajmal,['Kamran Akmal'],stumped,MG Johnson,2010-07-05,Pakistan,Pakistan,Edgbaston,Australia,0,0,0,7.0
10690,MG Johnson,0.0,1.0,0.0,0.0,0.0,Mohammad Amir,0,lbw,MG Johnson,2010-07-06,Pakistan,Pakistan,Edgbaston,Australia,0,0,1,2.0
10691,MG Johnson,1.0,1.0,0.0,0.0,100.0,notOut,notOut,notOut,notOut,2011-01-14,England,Australia,Melbourne Cricket Ground,Australia,0,0,0,5.0
10692,MG Johnson,22.0,16.0,1.0,1.0,137.5,notOut,notOut,notOut,notOut,2011-08-06,Australia,Sri Lanka,Pallekele International Cricket Stadium,Australia,0,0,0,29.0
10693,MG Johnson,7.0,11.0,0.0,0.0,63.63636363636363,BAW Mendis,0,bowled,MG Johnson,2011-08-08,Australia,Sri Lanka,Pallekele International Cricket Stadium,Australia,0,0,0,11.0
10694,MJ Clarke,7.0,4.0,0.0,1.0,175.0,DR Tuffey,['CD McMillan'],caught,MJ Clarke,2005-02-17,Australia,Australia,Eden Park,Australia,0,0,0,13.0
10695,MJ Clarke,0.0,1.0,0.0,0.0,0.0,J Lewis,['GO Jones'],caught,MJ Clarke,2005-06-13,Australia,England,The Rose Bowl,Australia,0,0,1,2.0
10696,MJ Clarke,0.0,1.0,0.0,0.0,0.0,notOut,notOut,notOut,notOut,2006-01-09,South Africa,Australia,"Brisbane Cricket Ground, Woolloongabba",Australia,0,0,1,2.0
10697,MJ Clarke,37.0,25.0,0.0,3.0,148.0,RJ Peterson,['AB de Villiers'],stumped,MJ Clarke,2006-02-24,Australia,South Africa,New Wanderers Stadium,Australia,0,0,0,47.0
10698,MJ Clarke,5.0,6.0,0.0,0.0,83.33333333333334,J Lewis,"['PA Nixon', 'PD Collingwood']",run out,MJ Clarke,2007-01-09,England,Australia,Sydney Cricket Ground,Australia,0,0,0,9.0
10699,MJ Clarke,0.0,1.0,0.0,0.0,0.0,Umar Gul,['Shahid Afridi'],run out,MJ Clarke,2007-09-18,Pakistan,Pakistan,New Wanderers Stadium,Australia,0,0,1,2.0
10700,MJ Clarke,3.0,3.0,0.0,0.0,100.0,Harbhajan Singh,0,bowled,MJ Clarke,2007-09-22,India,India,Kingsmead,Australia,0,0,0,7.0
10701,MJ Clarke,25.0,15.0,2.0,0.0,166.66666666666669,notOut,notOut,notOut,notOut,2007-10-20,Australia,India,Brabourne Stadium,Australia,0,0,0,31.0
10702,MJ Clarke,33.0,27.0,3.0,1.0,122.22222222222223,DL Vettori,['LRPL Taylor'],caught,MJ Clarke,2007-12-11,New Zealand,Australia,Western Australia Cricket Association Ground,Australia,0,0,0,42.0
10703,MJ Clarke,37.0,37.0,1.0,1.0,100.0,notOut,notOut,notOut,notOut,2008-02-01,India,Australia,Melbourne Cricket Ground,Australia,0,0,0,44.0
10704,MJ Clarke,2.0,7.0,0.0,0.0,28.57142857142857,WD Parnell,0,bowled,MJ Clarke,2009-03-27,Australia,South Africa,New Wanderers Stadium,Australia,0,0,0,6.0
10705,MJ Clarke,27.0,36.0,2.0,0.0,75.0,J Botha,0,bowled,MJ Clarke,2009-03-29,Australia,South Africa,SuperSport Park,Australia,0,0,0,33.0
10706,MJ Clarke,2.0,7.0,0.0,0.0,28.57142857142857,FH Edwards,['SJ Benn'],caught,MJ Clarke,2009-06-06,West Indies,West Indies,Kennington Oval,Australia,0,0,0,6.0
10707,MJ Clarke,11.0,16.0,0.0,0.0,68.75,I Udana,0,caught and bowled,MJ Clarke,2009-06-08,Sri Lanka,Sri Lanka,Trent Bridge,Australia,0,0,0,15.0
10708,MJ Clarke,27.0,35.0,1.0,0.0,77.14285714285717,notOut,notOut,notOut,notOut,2009-08-30,Australia,0,Old Trafford,Australia,0,0,0,32.0
10709,MJ Clarke,32.0,26.0,2.0,0.0,123.07692307692308,Umar Gul,['Fawad Alam'],caught,MJ Clarke,2010-02-05,Pakistan,Australia,Melbourne Cricket Ground,Australia,0,0,0,38.0
10710,MJ Clarke,12.0,9.0,1.0,0.0,133.33333333333331,KA Pollard,['NO Miller'],caught,MJ Clarke,2010-02-21,West Indies,Australia,Bellerive Oval,Australia,0,0,0,17.0
10711,MJ Clarke,18.0,30.0,1.0,0.0,60.0,notOut,notOut,notOut,notOut,2010-02-26,Australia,Australia,Westpac Stadium,Australia,0,0,0,23.0
10712,MJ Clarke,67.0,45.0,5.0,2.0,148.88888888888889,TG Southee,"['NL McCullum', 'TG Southee']",run out,MJ Clarke,2010-02-28,Australia,0,AMI Stadium,Australia,1,0,0,88.0
10713,MJ Clarke,2.0,3.0,0.0,0.0,66.66666666666666,Mohammad Hafeez,0,bowled,MJ Clarke,2010-05-02,Pakistan,Australia,"Beausejour Stadium, Gros Islet",Australia,0,0,0,6.0
10714,MJ Clarke,16.0,21.0,0.0,1.0,76.19047619047619,Mohammad Ashraful,['Jahurul Islam'],caught,MJ Clarke,2010-05-05,Bangladesh,Australia,"Kensington Oval, Bridgetown",Australia,0,0,0,22.0
10715,MJ Clarke,14.0,20.0,0.0,0.0,70.0,S Randiv,0,bowled,MJ Clarke,2010-05-09,Sri Lanka,Australia,"Kensington Oval, Bridgetown",Australia,0,0,0,18.0
10716,MJ Clarke,16.0,24.0,0.0,0.0,66.66666666666666,notOut,notOut,notOut,notOut,2010-05-11,Australia,Australia,"Beausejour Stadium, Gros Islet",Australia,0,0,0,20.0
10717,MJ Clarke,17.0,19.0,2.0,0.0,89.47368421052632,Shahid Afridi,['Kamran Akmal'],stumped,MJ Clarke,2010-05-14,Pakistan,Australia,"Beausejour Stadium, Gros Islet",Australia,0,0,0,23.0
10718,MJ Clarke,27.0,30.0,2.0,0.0,90.0,TT Bresnan,['MJ Lumb'],run out,DA Warner,2010-05-16,England,England,"Kensington Oval, Bridgetown",Australia,0,0,0,33.0
10719,MJ Clarke,27.0,30.0,2.0,0.0,90.0,GP Swann,['PD Collingwood'],caught,MJ Clarke,2010-05-16,England,England,"Kensington Oval, Bridgetown",Australia,0,0,0,33.0
10720,MJ Clarke,5.0,6.0,0.0,0.0,83.33333333333334,Abdul Razzaq,['Shahid Afridi'],caught,MJ Clarke,2010-07-05,Pakistan,Pakistan,Edgbaston,Australia,0,0,0,9.0
10721,MJ Clarke,30.0,17.0,6.0,0.0,176.47058823529412,Mohammad Amir,0,bowled,MJ Clarke,2010-07-06,Pakistan,Pakistan,Edgbaston,Australia,0,0,0,40.0
10722,MJ Clarke,16.0,19.0,1.0,1.0,84.21052631578947,NLTC Perera,['CRD Fernando'],caught,MJ Clarke,2010-10-31,Sri Lanka,Sri Lanka,Western Australia Cricket Association Ground,Australia,0,0,0,23.0
10723,MJ North,20.0,21.0,1.0,0.0,95.23809523809523,Umar Gul,0,bowled,MJ North,2009-05-07,Pakistan,Pakistan,Dubai International Cricket Stadium,Australia,0,0,0,25.0
10724,ML Hayden,6.0,4.0,1.0,0.0,150.0,D Gough,['KP Pietersen'],caught,ML Hayden,2005-06-13,Australia,England,The Rose Bowl,Australia,0,0,0,11.0
10725,ML Hayden,20.0,8.0,3.0,1.0,250.0,JM Anderson,['JWM Dalrymple'],caught,ML Hayden,2007-01-09,England,Australia,Sydney Cricket Ground,Australia,0,0,0,29.0
10726,ML Hayden,4.0,2.0,1.0,0.0,200.0,E Chigumbura,['BRM Taylor'],caught,ML Hayden,2007-09-12,Zimbabwe,Zimbabwe,Newlands,Australia,0,0,0,9.0
10727,ML Hayden,67.0,43.0,11.0,1.0,155.8139534883721,notOut,notOut,notOut,notOut,2007-09-14,England,Australia,Newlands,Australia,1,0,0,92.0
10728,ML Hayden,73.0,49.0,9.0,3.0,148.9795918367347,notOut,notOut,notOut,notOut,2007-09-16,Bangladesh,Australia,Newlands,Australia,1,0,0,100.0
10729,ML Hayden,1.0,5.0,0.0,0.0,20.0,Sohail Tanvir,['Younis Khan'],caught,ML Hayden,2007-09-18,Pakistan,Pakistan,New Wanderers Stadium,Australia,0,0,0,5.0
10730,ML Hayden,62.0,48.0,4.0,4.0,129.16666666666669,S Sreesanth,0,bowled,ML Hayden,2007-09-22,India,India,Kingsmead,Australia,1,0,0,86.0
10731,ML Hayden,17.0,20.0,1.0,2.0,85.0,Harbhajan Singh,0,bowled,ML Hayden,2007-10-20,Australia,India,Brabourne Stadium,Australia,0,0,0,26.0
10732,ML Schutt,2.0,4.0,0.0,0.0,50.0,RL Grundy,['LS Greenway'],caught,ML Schutt,2015-08-31,Australia,England,Sophia Gardens,Australia,0,0,0,6.0
10733,ML Schutt,1.0,3.0,0.0,0.0,33.33333333333333,AE Satterthwaite,['SFM Devine'],caught,ML Schutt,2016-03-21,New Zealand,New Zealand,"Vidarbha Cricket Association Stadium, Jamtha",Australia,0,0,0,5.0
10734,ML Schutt,0.0,1.0,0.0,0.0,0.0,AM Peterson,['SW Bates'],caught,ML Schutt,2017-02-19,New Zealand,New Zealand,"Simonds Stadium, South Geelong",Australia,0,0,1,2.0
10735,ML Schutt,2.0,5.0,0.0,0.0,40.0,AM Peterson,0,caught and bowled,ML Schutt,2017-02-22,New Zealand,New Zealand,Adelaide Oval,Australia,0,0,0,6.0
10736,MM Lanning,10.0,8.0,0.0,1.0,125.0,SEA Ruck,['KJ Martin'],caught,MM Lanning,2010-12-30,Australia,Australia,Saxton Oval,Australia,0,0,0,16.0
10737,MM Lanning,39.0,53.0,5.0,0.0,73.58490566037736,J Goswami,0,bowled,MM Lanning,2012-09-27,India,Australia,Galle International Stadium,Australia,0,0,0,48.0
10738,MM Lanning,16.0,23.0,2.0,0.0,69.56521739130434,Sadia Yousuf,"['Sana Mir', 'Batool Fatima']",run out,MM Lanning,2012-09-29,Pakistan,Australia,Galle International Stadium,Australia,0,0,0,22.0
10739,MM Lanning,39.0,32.0,7.0,0.0,121.875,A Shrubsole,['DN Wyatt'],caught,MM Lanning,2012-10-01,England,England,Galle International Stadium,Australia,0,0,0,50.0
10740,MM Lanning,19.0,21.0,2.0,0.0,90.4761904761905,SL Quintyne,['SR Taylor'],caught,MM Lanning,2012-10-05,West Indies,Australia,R Premadasa Stadium,Australia,0,0,0,25.0
10741,MM Lanning,25.0,24.0,4.0,0.0,104.16666666666669,HL Colvin,0,caught and bowled,MM Lanning,2012-10-07,England,Australia,R Premadasa Stadium,Australia,0,0,0,33.0
10742,MM Lanning,2.0,6.0,0.0,0.0,33.33333333333333,KH Brunt,['A Brindle'],run out,MM Lanning,2013-08-27,Australia,England,County Ground,Australia,0,0,0,6.0
10743,MM Lanning,60.0,54.0,6.0,1.0,111.11111111111113,JL Gunn,['JL Gunn'],run out,JE Cameron,2013-08-29,Australia,England,The Rose Bowl,Australia,1,0,0,80.0
10744,MM Lanning,32.0,29.0,4.0,0.0,110.34482758620688,D Hazell,['KH Brunt'],run out,AJ Healy,2013-08-31,Australia,England,Riverside Ground,Australia,0,0,0,40.0
10745,MM Lanning,32.0,29.0,4.0,0.0,110.34482758620688,DN Wyatt,['SJ Taylor'],caught,MM Lanning,2013-08-31,Australia,England,Riverside Ground,Australia,0,0,0,40.0
10746,MM Lanning,42.0,29.0,5.0,1.0,144.82758620689654,GA Elwiss,['LS Greenway'],caught,MM Lanning,2014-01-31,England,Australia,Melbourne Cricket Ground,Australia,0,0,0,53.0
10747,MM Lanning,23.0,21.0,3.0,0.0,109.5238095238095,GA Elwiss,['NR Sciver'],caught,MM Lanning,2014-02-02,England,Australia,Stadium Australia,Australia,0,0,0,30.0
10748,MM Lanning,2.0,6.0,0.0,0.0,33.33333333333333,HR Huddleston,['FL Mackay'],caught,MM Lanning,2014-03-23,New Zealand,New Zealand,Sylhet Stadium,Australia,0,0,0,6.0
10749,MM Lanning,50.0,35.0,5.0,2.0,142.85714285714286,Asmavia Iqbal,['Nahida Khan'],caught,MM Lanning,2014-03-29,Pakistan,Australia,Sylhet Stadium,Australia,1,0,0,71.0
10750,MM Lanning,29.0,22.0,5.0,0.0,131.8181818181818,TD Smartt,0,bowled,MM Lanning,2014-04-03,West Indies,Australia,Shere Bangla National Stadium,Australia,0,0,0,38.0
10751,MM Lanning,44.0,31.0,4.0,2.0,141.93548387096774,NR Sciver,['HC Knight'],caught,MM Lanning,2014-04-06,England,Australia,Shere Bangla National Stadium,Australia,0,0,0,56.0
10752,MM Lanning,8.0,11.0,1.0,0.0,72.72727272727273,notOut,notOut,notOut,notOut,2014-08-30,Pakistan,Australia,Kerrydale Oval,Australia,0,0,0,13.0
10753,MM Lanning,22.0,17.0,2.0,0.0,129.41176470588235,Asmavia Iqbal,['Qanita Jalil'],caught,MM Lanning,2014-08-31,Pakistan,Australia,Kerrydale Oval,Australia,0,0,0,28.0
10754,MM Lanning,24.0,23.0,4.0,0.0,104.34782608695652,notOut,notOut,notOut,notOut,2014-09-03,Pakistan,Australia,Kerrydale Oval,Australia,0,0,0,32.0
10755,MM Lanning,46.0,28.0,4.0,1.0,164.28571428571428,notOut,notOut,notOut,notOut,2014-09-05,Pakistan,Australia,Kerrydale Oval,Australia,0,0,0,56.0
10756,MM Lanning,24.0,24.0,3.0,0.0,100.0,HK Matthews,['SC Selman'],caught,MM Lanning,2014-11-02,West Indies,Australia,North Sydney Oval,Australia,0,0,0,31.0
10757,MM Lanning,51.0,37.0,8.0,0.0,137.83783783783784,SF Daley,0,bowled,MM Lanning,2014-11-07,West Indies,Australia,Melbourne Cricket Ground,Australia,1,0,0,71.0
10758,MM Lanning,43.0,39.0,5.0,0.0,110.25641025641028,EJ Tice,['GH Lewis'],caught,MM Lanning,2015-08-19,Australia,Australia,YMCA Cricket Club,Australia,0,0,0,52.0
10759,MM Lanning,12.0,10.0,2.0,0.0,120.0,LK O'Reilly,['MV Waldron'],caught,MM Lanning,2015-08-21,Australia,Australia,YMCA Cricket Club,Australia,0,0,0,18.0
10760,MM Lanning,28.0,25.0,3.0,1.0,112.0,D Hazell,['LS Greenway'],caught,MM Lanning,2015-08-26,Australia,England,County Ground,Australia,0,0,0,37.0
10761,MM Lanning,21.0,24.0,3.0,0.0,87.5,RL Grundy,0,lbw,MM Lanning,2015-08-28,Australia,Australia,County Ground,Australia,0,0,0,28.0
10762,MM Lanning,2.0,5.0,0.0,0.0,40.0,A Shrubsole,0,bowled,MM Lanning,2015-08-31,Australia,England,Sophia Gardens,Australia,0,0,0,6.0
10763,MM Lanning,30.0,20.0,5.0,0.0,150.0,notOut,notOut,notOut,notOut,2016-03-18,South Africa,Australia,"Vidarbha Cricket Association Stadium, Jamtha",Australia,0,0,0,39.0
10764,MM Lanning,0.0,1.0,0.0,0.0,0.0,notOut,notOut,notOut,notOut,2016-03-21,New Zealand,New Zealand,"Vidarbha Cricket Association Stadium, Jamtha",Australia,0,0,1,2.0
10765,MM Lanning,56.0,56.0,8.0,0.0,100.0,notOut,notOut,notOut,notOut,2016-03-24,Sri Lanka,Australia,Feroz Shah Kotla,Australia,1,0,0,76.0
10766,MM Lanning,8.0,8.0,1.0,0.0,100.0,KJ Garth,0,bowled,MM Lanning,2016-03-26,Ireland,Australia,Feroz Shah Kotla,Australia,0,0,0,13.0
10767,MM Lanning,55.0,53.0,6.0,0.0,103.77358490566036,KH Brunt,['NR Sciver'],run out,AJ Blackwell,2016-03-30,England,Australia,Feroz Shah Kotla,Australia,1,0,0,73.0
10768,MM Lanning,52.0,50.0,8.0,0.0,104.0,A Mohammed,0,lbw,MM Lanning,2016-04-03,West Indies,West Indies,Eden Gardens,Australia,1,0,0,72.0
10769,MM Lanning,60.0,53.0,8.0,0.0,113.2075471698113,SW Bates,['HR Huddleston'],caught,MM Lanning,2017-02-17,New Zealand,Australia,Melbourne Cricket Ground,Australia,1,0,0,80.0
10770,MM Lanning,9.0,22.0,1.0,0.0,40.90909090909091,EM Bermingham,0,bowled,MM Lanning,2017-02-19,New Zealand,New Zealand,"Simonds Stadium, South Geelong",Australia,0,0,0,14.0
10771,MM Lanning,5.0,9.0,1.0,0.0,55.555555555555564,LMM Tahuhu,"['AC Kerr', 'LMM Tahuhu']",run out,BL Mooney,2017-02-22,New Zealand,New Zealand,Adelaide Oval,Australia,0,0,0,10.0
10772,MM Lanning,5.0,9.0,1.0,0.0,55.555555555555564,HR Huddleston,['RH Priest'],caught,MM Lanning,2017-02-22,New Zealand,New Zealand,Adelaide Oval,Australia,0,0,0,10.0
10773,MR Marsh,36.0,21.0,0.0,4.0,171.42857142857142,WD Parnell,['WD Parnell'],run out,CL White,2011-10-16,Australia,South Africa,New Wanderers Stadium,Australia,0,0,0,48.0
10774,MR Marsh,36.0,21.0,0.0,4.0,171.42857142857142,M Morkel,0,bowled,MR Marsh,2011-10-16,Australia,South Africa,New Wanderers Stadium,Australia,0,0,0,48.0
10775,MR Marsh,0.0,1.0,0.0,0.0,0.0,notOut,notOut,notOut,notOut,2012-02-01,India,Australia,Stadium Australia,Australia,0,0,1,2.0
10776,MR Marsh,13.0,13.0,2.0,0.0,100.0,R Sharma,['MS Dhoni'],stumped,MR Marsh,2012-02-03,India,India,Melbourne Cricket Ground,Australia,0,0,0,19.0
10777,MR Marsh,35.0,25.0,1.0,2.0,140.0,KJ Abbott,['DA Miller'],caught,MR Marsh,2016-03-04,Australia,South Africa,Kingsmead,Australia,0,0,0,44.0
10778,MR Marsh,2.0,1.0,0.0,0.0,200.0,notOut,notOut,notOut,notOut,2016-03-06,Australia,Australia,New Wanderers Stadium,Australia,0,0,0,6.0
10779,MR Marsh,4.0,1.0,1.0,0.0,400.0,notOut,notOut,notOut,notOut,2016-03-09,Australia,Australia,Newlands,Australia,0,0,0,9.0
10780,MR Marsh,24.0,23.0,0.0,2.0,104.34782608695652,MJ McClenaghan,['AF Milne'],caught,MR Marsh,2016-03-18,New Zealand,New Zealand,Himachal Pradesh Cricket Association Stadium,Australia,0,0,0,32.0
10781,MR Marsh,6.0,6.0,1.0,0.0,100.0,Mustafizur Rahman,['Shakib Al Hasan'],caught,MR Marsh,2016-03-21,Bangladesh,Australia,M Chinnaswamy Stadium,Australia,0,0,0,11.0
10782,MS Kasprowicz,3.0,6.0,0.0,0.0,50.0,notOut,notOut,notOut,notOut,2005-06-13,Australia,England,The Rose Bowl,Australia,0,0,0,7.0
10783,MS Wade,1.0,1.0,0.0,0.0,100.0,notOut,notOut,notOut,notOut,2011-10-13,Australia,Australia,Newlands,Australia,0,0,0,5.0
10784,MS Wade,10.0,14.0,0.0,1.0,71.42857142857143,LL Tsotsobe,['HG Kuhn'],caught,MS Wade,2011-10-16,Australia,South Africa,New Wanderers Stadium,Australia,0,0,0,16.0
10785,MS Wade,72.0,44.0,5.0,3.0,163.63636363636363,SK Raina,0,bowled,MS Wade,2012-02-01,India,Australia,Stadium Australia,Australia,1,0,0,95.0
10786,MS Wade,32.0,30.0,1.0,1.0,106.66666666666669,R Vinay Kumar,['RG Sharma'],run out,MS Wade,2012-02-03,India,India,Melbourne Cricket Ground,Australia,0,0,0,39.0
10787,MS Wade,17.0,20.0,1.0,1.0,85.0,MN Samuels,0,caught and bowled,MS Wade,2012-03-30,Australia,West Indies,"Kensington Oval, Bridgetown",Australia,0,0,0,24.0
10788,MS Wade,6.0,14.0,0.0,0.0,42.857142857142854,Raza Hasan,['Imran Nazir'],caught,MS Wade,2012-09-05,Pakistan,Pakistan,Dubai International Cricket Stadium,Australia,0,0,0,10.0
10789,MS Wade,6.0,6.0,0.0,0.0,100.0,Umar Gul,['Yasir Arafat (sub)'],run out,MS Wade,2012-09-07,Pakistan,0,Dubai International Cricket Stadium,Australia,0,0,0,10.0
10790,MS Wade,6.0,6.0,0.0,0.0,100.0,notOut,notOut,notOut,notOut,2012-09-10,Pakistan,Australia,Dubai International Cricket Stadium,Australia,0,0,0,10.0
10791,MS Wade,13.0,14.0,1.0,0.0,92.85714285714286,Saeed Ajmal,0,bowled,MS Wade,2012-10-02,Pakistan,Pakistan,R Premadasa Stadium,Australia,0,0,0,18.0
10792,MS Wade,5.0,7.0,0.0,0.0,71.42857142857143,HH Pandya,['RA Jadeja'],caught,MS Wade,2016-01-26,India,India,Adelaide Oval,Australia,0,0,0,9.0
10793,MS Wade,16.0,15.0,0.0,1.0,106.66666666666669,R Ashwin,"['RA Jadeja', 'MS Dhoni']",run out,AJ Finch,2016-01-29,India,India,Melbourne Cricket Ground,Australia,0,0,0,22.0
10794,MS Wade,14.0,23.0,0.0,0.0,60.86956521739131,S Prasanna,"['LD Chandimal', 'MDKJ Perera']",run out,JP Faulkner,2016-09-09,Australia,Australia,R Premadasa Stadium,Australia,0,0,0,18.0
