,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,venue,team1,50s,100s,ducks,dr11Score
10795,MS Wade,14.0,23.0,0.0,0.0,60.86956521739131,TM Dilshan,['LD Chandimal'],caught,MS Wade,2016-09-09,Australia,Australia,R Premadasa Stadium,Australia,0,0,0,18.0
10796,NE Bolton,6.0,12.0,0.0,0.0,50.0,CM Edwards,['KL Cross'],run out,NE Bolton,2014-02-02,England,Australia,Stadium Australia,Australia,0,0,0,10.0
10797,NJ Maddinson,34.0,16.0,6.0,1.0,212.5,B Kumar,0,bowled,NJ Maddinson,2013-10-10,Australia,India,Saurashtra Cricket Association Stadium,Australia,0,0,0,46.0
10798,NJ Maddinson,4.0,6.0,0.0,0.0,66.66666666666666,D Wiese,0,bowled,NJ Maddinson,2014-11-09,South Africa,Australia,Stadium Australia,Australia,0,0,0,8.0
10799,NJ Reardon,4.0,8.0,0.0,0.0,50.0,KJ Abbott,['Q de Kock'],caught,NJ Reardon,2014-11-05,South Africa,South Africa,Adelaide Oval,Australia,0,0,0,8.0
10800,NM Coulter-Nile,16.0,12.0,0.0,2.0,133.33333333333331,notOut,notOut,notOut,notOut,2013-02-13,West Indies,West Indies,"Brisbane Cricket Ground, Woolloongabba",Australia,0,0,0,24.0
10801,NM Coulter-Nile,12.0,11.0,1.0,0.0,109.09090909090908,notOut,notOut,notOut,notOut,2013-10-10,Australia,India,Saurashtra Cricket Association Stadium,Australia,0,0,0,17.0
10802,NM Coulter-Nile,0.0,3.0,0.0,0.0,0.0,Umar Gul,0,bowled,NM Coulter-Nile,2014-03-23,Pakistan,Pakistan,Shere Bangla National Stadium,Australia,0,0,1,2.0
10803,NM Coulter-Nile,9.0,9.0,0.0,1.0,100.0,K Rabada,0,bowled,NM Coulter-Nile,2016-03-04,Australia,South Africa,Kingsmead,Australia,0,0,0,15.0
10804,NM Coulter-Nile,1.0,2.0,0.0,0.0,50.0,CJ Anderson,0,bowled,NM Coulter-Nile,2016-03-18,New Zealand,New Zealand,Himachal Pradesh Cricket Association Stadium,Australia,0,0,0,5.0
10805,NM Hauritz,2.0,8.0,0.0,0.0,25.0,Umar Gul,['Shoaib Malik'],caught,NM Hauritz,2009-05-07,Pakistan,Pakistan,Dubai International Cricket Stadium,Australia,0,0,0,6.0
10806,NM Hauritz,4.0,3.0,1.0,0.0,133.33333333333331,SL Malinga,['KC Sangakkara'],caught,NM Hauritz,2009-06-08,Sri Lanka,Sri Lanka,Trent Bridge,Australia,0,0,0,9.0
10807,NW Bracken,3.0,3.0,0.0,0.0,100.0,notOut,notOut,notOut,notOut,2006-02-24,Australia,South Africa,New Wanderers Stadium,Australia,0,0,0,7.0
10808,NW Bracken,4.0,3.0,0.0,0.0,133.33333333333331,E Chigumbura,['V Sibanda'],caught,NW Bracken,2007-09-12,Zimbabwe,Zimbabwe,Newlands,Australia,0,0,0,8.0
10809,NW Bracken,1.0,3.0,0.0,0.0,33.33333333333333,DW Steyn,0,bowled,NW Bracken,2009-01-11,South Africa,Australia,Melbourne Cricket Ground,Australia,0,0,0,5.0
10810,NW Bracken,0.0,1.0,0.0,0.0,0.0,J Louw,['AB de Villiers'],caught,NW Bracken,2009-03-29,Australia,South Africa,SuperSport Park,Australia,0,0,1,2.0
10811,NW Bracken,3.0,11.0,0.0,0.0,27.27272727272727,notOut,notOut,notOut,notOut,2009-05-07,Pakistan,Pakistan,Dubai International Cricket Stadium,Australia,0,0,0,7.0
10812,NW Bracken,4.0,1.0,1.0,0.0,400.0,notOut,notOut,notOut,notOut,2009-06-08,Sri Lanka,Sri Lanka,Trent Bridge,Australia,0,0,0,9.0
10813,PJ Cummins,1.0,4.0,0.0,0.0,25.0,Sohail Tanvir,['Umar Akmal'],caught,PJ Cummins,2012-09-05,Pakistan,Pakistan,Dubai International Cricket Stadium,Australia,0,0,0,5.0
10814,PJ Cummins,7.0,3.0,0.0,1.0,233.33333333333331,Abdul Razzaq,['Imran Nazir'],caught,PJ Cummins,2012-09-07,Pakistan,0,Dubai International Cricket Stadium,Australia,0,0,0,13.0
10815,PJ Cummins,1.0,1.0,0.0,0.0,100.0,notOut,notOut,notOut,notOut,2012-09-10,Pakistan,Australia,Dubai International Cricket Stadium,Australia,0,0,0,5.0
10816,PJ Cummins,0.0,1.0,0.0,0.0,0.0,Saeed Ajmal,0,lbw,PJ Cummins,2012-10-02,Pakistan,Pakistan,R Premadasa Stadium,Australia,0,0,1,2.0
10817,PJ Cummins,3.0,7.0,0.0,0.0,42.857142857142854,D Wiese,0,caught and bowled,PJ Cummins,2014-11-09,South Africa,Australia,Stadium Australia,Australia,0,0,0,7.0
10818,PJ Cummins,3.0,3.0,0.0,0.0,100.0,KMDN Kulasekara,0,bowled,PJ Cummins,2017-02-19,Sri Lanka,Sri Lanka,"Simonds Stadium, South Geelong",Australia,0,0,0,7.0
10819,PJ Hughes,6.0,8.0,1.0,0.0,75.0,Wahab Riaz,['Sohaib Maqsood'],caught,PJ Hughes,2014-10-05,Pakistan,Australia,Dubai International Cricket Stadium,Australia,0,0,0,11.0
10820,PM Nevill,4.0,5.0,0.0,0.0,80.0,Imran Tahir,0,lbw,PM Nevill,2016-03-04,Australia,South Africa,Kingsmead,Australia,0,0,0,8.0
10821,PM Nevill,7.0,2.0,0.0,1.0,350.0,notOut,notOut,notOut,notOut,2016-03-18,New Zealand,New Zealand,Himachal Pradesh Cricket Association Stadium,Australia,0,0,0,13.0
10822,PM Nevill,1.0,1.0,0.0,0.0,100.0,notOut,notOut,notOut,notOut,2016-03-21,Bangladesh,Australia,M Chinnaswamy Stadium,Australia,0,0,0,5.0
10823,PM Nevill,10.0,2.0,1.0,1.0,500.0,notOut,notOut,notOut,notOut,2016-03-27,Australia,India,"Punjab Cricket Association IS Bindra Stadium, Mohali",Australia,0,0,0,17.0
10824,PM Nevill,3.0,1.0,0.0,0.0,300.0,notOut,notOut,notOut,notOut,2016-09-09,Australia,Australia,R Premadasa Stadium,Australia,0,0,0,7.0
10825,PM Siddle,1.0,1.0,0.0,0.0,100.0,notOut,notOut,notOut,notOut,2009-02-15,New Zealand,Australia,Sydney Cricket Ground,Australia,0,0,0,5.0
10826,RJ Harris,2.0,1.0,0.0,0.0,200.0,notOut,notOut,notOut,notOut,2010-05-05,Bangladesh,Australia,"Kensington Oval, Bridgetown",Australia,0,0,0,6.0
10827,RL Haynes,1.0,1.0,0.0,0.0,100.0,notOut,notOut,notOut,notOut,2012-10-01,England,England,Galle International Stadium,Australia,0,0,0,5.0
10828,RL Haynes,15.0,12.0,0.0,1.0,125.0,SF Daley,"['A Mohammed', 'MR Aguilleira']",run out,RL Haynes,2012-10-05,West Indies,Australia,R Premadasa Stadium,Australia,0,0,0,21.0
10829,RL Haynes,25.0,20.0,2.0,0.0,125.0,notOut,notOut,notOut,notOut,2013-08-27,Australia,England,County Ground,Australia,0,0,0,31.0
10830,RL Haynes,3.0,2.0,0.0,0.0,150.0,notOut,notOut,notOut,notOut,2013-08-29,Australia,England,The Rose Bowl,Australia,0,0,0,7.0
10831,RM Farrell,1.0,1.0,0.0,0.0,100.0,notOut,notOut,notOut,notOut,2009-06-19,Australia,England,Kennington Oval,Australia,0,0,0,5.0
10832,RM Farrell,3.0,4.0,0.0,0.0,75.0,LR Doolan,['AL Watkins'],caught,RM Farrell,2010-05-16,New Zealand,Australia,"Kensington Oval, Bridgetown",Australia,0,0,0,7.0
10833,RM Farrell,2.0,2.0,0.0,0.0,100.0,notOut,notOut,notOut,notOut,2014-03-23,New Zealand,New Zealand,Sylhet Stadium,Australia,0,0,0,6.0
10834,RT Ponting,98.0,55.0,8.0,5.0,178.1818181818182,notOut,notOut,notOut,notOut,2005-02-17,Australia,Australia,Eden Park,Australia,1,0,0,128.0
10835,RT Ponting,0.0,3.0,0.0,0.0,0.0,J Lewis,['VS Solanki'],caught,RT Ponting,2005-06-13,Australia,England,The Rose Bowl,Australia,0,0,1,2.0
10836,RT Ponting,27.0,19.0,2.0,2.0,142.10526315789474,J Botha,['SM Pollock'],caught,RT Ponting,2006-01-09,South Africa,Australia,"Brisbane Cricket Ground, Woolloongabba",Australia,0,0,0,37.0
10837,RT Ponting,6.0,8.0,1.0,0.0,75.0,AJ Hall,0,lbw,RT Ponting,2006-02-24,Australia,South Africa,New Wanderers Stadium,Australia,0,0,0,11.0
10838,RT Ponting,47.0,26.0,4.0,2.0,180.7692307692308,PD Collingwood,['J Lewis'],caught,RT Ponting,2007-01-09,England,Australia,Sydney Cricket Ground,Australia,0,0,0,59.0
10839,RT Ponting,8.0,15.0,1.0,0.0,53.33333333333334,GB Brent,['E Chigumbura'],caught,RT Ponting,2007-09-12,Zimbabwe,Zimbabwe,Newlands,Australia,0,0,0,13.0
10840,RT Ponting,20.0,16.0,1.0,1.0,125.0,A Flintoff,0,caught and bowled,RT Ponting,2007-09-14,England,Australia,Newlands,Australia,0,0,0,27.0
10841,RT Ponting,6.0,8.0,0.0,0.0,75.0,notOut,notOut,notOut,notOut,2007-09-16,Bangladesh,Australia,Newlands,Australia,0,0,0,10.0
10842,RT Ponting,27.0,26.0,3.0,0.0,103.84615384615385,Mohammad Hafeez,0,bowled,RT Ponting,2007-09-18,Pakistan,Pakistan,New Wanderers Stadium,Australia,0,0,0,34.0
10843,RT Ponting,76.0,54.0,13.0,0.0,140.7407407407407,Harbhajan Singh,"['Harbhajan Singh', 'Yuvraj Singh']",run out,A Symonds,2007-10-20,Australia,India,Brabourne Stadium,Australia,1,0,0,101.0
10844,RT Ponting,76.0,54.0,13.0,0.0,140.7407407407407,IK Pathan,0,bowled,RT Ponting,2007-10-20,Australia,India,Brabourne Stadium,Australia,1,0,0,101.0
10845,RT Ponting,21.0,20.0,1.0,0.0,105.0,JA Morkel,['DW Steyn'],caught,RT Ponting,2009-01-11,South Africa,Australia,Melbourne Cricket Ground,Australia,0,0,0,26.0
10846,RT Ponting,38.0,34.0,3.0,1.0,111.76470588235294,notOut,notOut,notOut,notOut,2009-01-13,South Africa,Australia,"Brisbane Cricket Ground, Woolloongabba",Australia,0,0,0,47.0
10847,RT Ponting,1.0,5.0,0.0,0.0,20.0,JA Morkel,['J Botha'],caught,RT Ponting,2009-03-27,Australia,South Africa,New Wanderers Stadium,Australia,0,0,0,5.0
10848,RT Ponting,1.0,3.0,0.0,0.0,33.33333333333333,YA Abdulla,['MV Boucher'],caught,RT Ponting,2009-03-29,Australia,South Africa,SuperSport Park,Australia,0,0,0,5.0
10849,RT Ponting,0.0,3.0,0.0,0.0,0.0,JE Taylor,0,lbw,RT Ponting,2009-06-06,West Indies,West Indies,Kennington Oval,Australia,0,0,1,2.0
10850,RT Ponting,25.0,16.0,5.0,0.0,156.25,BAW Mendis,0,bowled,RT Ponting,2009-06-08,Sri Lanka,Sri Lanka,Trent Bridge,Australia,0,0,0,34.0
10851,S Nitschke,37.0,25.0,6.0,0.0,148.0,HL Colvin,['SJ Taylor'],caught,S Nitschke,2009-06-19,Australia,England,Kennington Oval,Australia,0,0,0,47.0
10852,S Nitschke,32.0,25.0,4.0,0.0,128.0,NJ Shaw,['SC Taylor'],caught,S Nitschke,2009-06-25,Australia,Australia,County Ground,Australia,0,0,0,40.0
10853,S Nitschke,22.0,26.0,3.0,0.0,84.61538461538461,P Roy,['R Dhar'],caught,S Nitschke,2010-05-13,India,Australia,"Beausejour Stadium, Gros Islet",Australia,0,0,0,29.0
10854,S Nitschke,3.0,5.0,0.0,0.0,60.0,SEA Ruck,0,lbw,S Nitschke,2010-05-16,New Zealand,Australia,"Kensington Oval, Bridgetown",Australia,0,0,0,7.0
10855,S Nitschke,17.0,14.0,1.0,0.0,121.42857142857142,notOut,notOut,notOut,notOut,2010-12-30,Australia,Australia,Saxton Oval,Australia,0,0,0,22.0
10856,SA Abbott,5.0,9.0,1.0,0.0,55.555555555555564,KJ Abbott,0,lbw,SA Abbott,2014-11-09,South Africa,Australia,Stadium Australia,Australia,0,0,0,10.0
10857,SE Marsh,29.0,23.0,1.0,2.0,126.08695652173914,KAJ Roach,['XM Marshall'],caught,SE Marsh,2008-06-20,Australia,West Indies,"Kensington Oval, Bridgetown",Australia,0,0,0,38.0
10858,SE Marsh,9.0,10.0,1.0,0.0,90.0,LL Tsotsobe,['JA Morkel'],caught,SE Marsh,2009-01-11,South Africa,Australia,Melbourne Cricket Ground,Australia,0,0,0,14.0
10859,SE Marsh,15.0,17.0,1.0,1.0,88.23529411764706,M Morkel,['J Botha'],caught,SE Marsh,2009-01-13,South Africa,Australia,"Brisbane Cricket Ground, Woolloongabba",Australia,0,0,0,22.0
10860,SE Marsh,4.0,7.0,0.0,0.0,57.14285714285714,MDK Perera,0,lbw,SE Marsh,2011-08-06,Australia,Sri Lanka,Pallekele International Cricket Stadium,Australia,0,0,0,8.0
10861,SE Marsh,0.0,3.0,0.0,0.0,0.0,BAW Mendis,['KC Sangakkara'],stumped,SE Marsh,2011-08-08,Australia,Sri Lanka,Pallekele International Cricket Stadium,Australia,0,0,1,2.0
10862,SE Marsh,25.0,19.0,3.0,0.0,131.57894736842107,J Botha,0,bowled,SE Marsh,2011-10-13,Australia,Australia,Newlands,Australia,0,0,0,32.0
10863,SE Marsh,26.0,24.0,2.0,2.0,108.33333333333331,J Theron,['HG Kuhn'],caught,SE Marsh,2011-10-16,Australia,South Africa,New Wanderers Stadium,Australia,0,0,0,36.0
10864,SE Marsh,0.0,2.0,0.0,0.0,0.0,P Kumar,['MS Dhoni'],caught,SE Marsh,2012-02-03,India,India,Melbourne Cricket Ground,Australia,0,0,1,2.0
10865,SE Marsh,6.0,17.0,0.0,0.0,35.29411764705883,NLTC Perera,['TM Dilshan'],run out,SE Marsh,2013-01-26,Sri Lanka,Sri Lanka,Stadium Australia,Australia,0,0,0,10.0
10866,SE Marsh,47.0,40.0,2.0,2.0,117.5,notOut,notOut,notOut,notOut,2013-01-28,Sri Lanka,Sri Lanka,Melbourne Cricket Ground,Australia,0,0,0,57.0
10867,SE Marsh,21.0,19.0,0.0,1.0,110.5263157894737,notOut,notOut,notOut,notOut,2013-02-13,West Indies,West Indies,"Brisbane Cricket Ground, Woolloongabba",Australia,0,0,0,27.0
10868,SE Marsh,23.0,24.0,2.0,0.0,95.83333333333334,R Ashwin,['HH Pandya'],caught,SE Marsh,2016-01-29,India,India,Melbourne Cricket Ground,Australia,0,0,0,29.0
10869,SE Marsh,9.0,12.0,1.0,0.0,75.0,R Ashwin,0,bowled,SE Marsh,2016-01-31,India,India,Sydney Cricket Ground,Australia,0,0,0,14.0
10870,SJ Coyte,14.0,17.0,0.0,0.0,82.35294117647058,notOut,notOut,notOut,notOut,2010-12-30,Australia,Australia,Saxton Oval,Australia,0,0,0,18.0
10871,SJ Coyte,1.0,1.0,0.0,0.0,100.0,notOut,notOut,notOut,notOut,2013-08-29,Australia,England,The Rose Bowl,Australia,0,0,0,5.0
10872,SJ Coyte,7.0,5.0,0.0,0.0,140.0,notOut,notOut,notOut,notOut,2013-08-31,Australia,England,Riverside Ground,Australia,0,0,0,11.0
10873,SJ Coyte,9.0,6.0,1.0,0.0,150.0,NJ Browne,0,bowled,SJ Coyte,2014-03-23,New Zealand,New Zealand,Sylhet Stadium,Australia,0,0,0,14.0
10874,SJ Coyte,6.0,4.0,0.0,0.0,150.0,notOut,notOut,notOut,notOut,2015-08-26,Australia,England,County Ground,Australia,0,0,0,10.0
10875,SJ Coyte,3.0,4.0,0.0,0.0,75.0,notOut,notOut,notOut,notOut,2015-08-28,Australia,Australia,County Ground,Australia,0,0,0,7.0
10876,SJ Coyte,0.0,1.0,0.0,0.0,0.0,NR Sciver,['A Shrubsole'],caught,SJ Coyte,2015-08-31,Australia,England,Sophia Gardens,Australia,0,0,1,2.0
10877,SJ Elliott,19.0,20.0,0.0,0.0,95.0,notOut,notOut,notOut,notOut,2010-05-16,New Zealand,Australia,"Kensington Oval, Bridgetown",Australia,0,0,0,23.0
10878,SM Katich,30.0,25.0,2.0,1.0,120.0,CL Cairns,0,bowled,SM Katich,2005-02-17,Australia,Australia,Eden Park,Australia,0,0,0,38.0
10879,SM Katich,39.0,23.0,6.0,1.0,169.56521739130434,R Telemachus,['GC Smith'],caught,SM Katich,2006-02-24,Australia,South Africa,New Wanderers Stadium,Australia,0,0,0,51.0
10880,SNJ O'Keefe,5.0,8.0,1.0,0.0,62.5,Saeed Ajmal,"['Kamran Akmal', 'Saeed Ajmal']",run out,SNJ O'Keefe,2010-07-06,Pakistan,Pakistan,Edgbaston,Australia,0,0,0,10.0
10881,SNJ O'Keefe,1.0,2.0,0.0,0.0,50.0,TT Bresnan,0,bowled,SNJ O'Keefe,2011-01-14,England,Australia,Melbourne Cricket Ground,Australia,0,0,0,5.0
10882,SNJ O'Keefe,22.0,12.0,3.0,1.0,183.3333333333333,RAS Lakmal,0,bowled,SNJ O'Keefe,2011-08-06,Australia,Sri Lanka,Pallekele International Cricket Stadium,Australia,0,0,0,31.0
10883,SNJ O'Keefe,1.0,1.0,0.0,0.0,100.0,notOut,notOut,notOut,notOut,2011-08-08,Australia,Sri Lanka,Pallekele International Cricket Stadium,Australia,0,0,0,5.0
10884,SNJ O'Keefe,3.0,4.0,0.0,0.0,75.0,J Theron,['HG Kuhn'],caught,SNJ O'Keefe,2011-10-16,Australia,South Africa,New Wanderers Stadium,Australia,0,0,0,7.0
10885,SPD Smith,8.0,8.0,1.0,0.0,100.0,Naved-ul-Hasan,0,bowled,SPD Smith,2010-02-05,Pakistan,Australia,Melbourne Cricket Ground,Australia,0,0,0,13.0
10886,SPD Smith,8.0,5.0,1.0,0.0,160.0,DR Smith,['D Ramdin'],caught,SPD Smith,2010-02-21,West Indies,Australia,Bellerive Oval,Australia,0,0,0,13.0
10887,SPD Smith,0.0,1.0,0.0,0.0,0.0,Mohammad Amir,['Kamran Akmal'],run out,MEK Hussey,2010-05-02,Pakistan,Australia,"Beausejour Stadium, Gros Islet",Australia,0,0,1,2.0
10888,SPD Smith,27.0,18.0,1.0,2.0,150.0,notOut,notOut,notOut,notOut,2010-05-05,Bangladesh,Australia,"Kensington Oval, Bridgetown",Australia,0,0,0,36.0
10889,SPD Smith,1.0,1.0,0.0,0.0,100.0,notOut,notOut,notOut,notOut,2010-05-07,India,Australia,"Kensington Oval, Bridgetown",Australia,0,0,0,5.0
10890,SPD Smith,5.0,4.0,1.0,0.0,125.0,Saeed Ajmal,['Kamran Akmal'],stumped,SPD Smith,2010-05-14,Pakistan,Australia,"Beausejour Stadium, Gros Islet",Australia,0,0,0,10.0
10891,SPD Smith,1.0,2.0,0.0,0.0,50.0,notOut,notOut,notOut,notOut,2010-05-16,England,England,"Kensington Oval, Bridgetown",Australia,0,0,0,5.0
10892,SPD Smith,12.0,8.0,2.0,0.0,150.0,Mohammad Amir,0,bowled,SPD Smith,2010-07-05,Pakistan,Pakistan,Edgbaston,Australia,0,0,0,18.0
10893,SPD Smith,34.0,23.0,3.0,1.0,147.82608695652172,S Randiv,['KC Sangakkara'],stumped,SPD Smith,2010-10-31,Sri Lanka,Sri Lanka,Western Australia Cricket Association Ground,Australia,0,0,0,43.0
10894,SPD Smith,15.0,11.0,1.0,0.0,136.36363636363637,notOut,notOut,notOut,notOut,2011-01-12,England,England,Adelaide Oval,Australia,0,0,0,20.0
10895,SPD Smith,13.0,18.0,0.0,0.0,72.2222222222222,A Shahzad,['PD Collingwood'],caught,SPD Smith,2011-01-14,England,Australia,Melbourne Cricket Ground,Australia,0,0,0,17.0
10896,SPD Smith,12.0,17.0,0.0,0.0,70.58823529411767,HMRKB Herath,['KC Sangakkara'],stumped,SPD Smith,2011-08-06,Australia,Sri Lanka,Pallekele International Cricket Stadium,Australia,0,0,0,16.0
10897,SPD Smith,12.0,20.0,1.0,0.0,60.0,BAW Mendis,0,bowled,SPD Smith,2011-08-08,Australia,Sri Lanka,Pallekele International Cricket Stadium,Australia,0,0,0,17.0
10898,SPD Smith,8.0,9.0,1.0,0.0,88.8888888888889,notOut,notOut,notOut,notOut,2011-10-13,Australia,Australia,Newlands,Australia,0,0,0,13.0
10899,SPD Smith,9.0,8.0,0.0,0.0,112.5,LL Tsotsobe,['DA Miller'],caught,SPD Smith,2011-10-16,Australia,South Africa,New Wanderers Stadium,Australia,0,0,0,13.0
10900,SPD Smith,3.0,7.0,0.0,0.0,42.857142857142854,Raza Hasan,['Wahab Riaz'],caught,SPD Smith,2014-10-05,Pakistan,Australia,Dubai International Cricket Stadium,Australia,0,0,0,7.0
10901,SPD Smith,21.0,18.0,3.0,0.0,116.66666666666669,RA Jadeja,['V Kohli'],caught,SPD Smith,2016-01-26,India,India,Adelaide Oval,Australia,0,0,0,28.0
10902,SPD Smith,6.0,17.0,0.0,0.0,35.29411764705883,D Wiese,['Q de Kock'],caught,SPD Smith,2016-03-04,Australia,South Africa,Kingsmead,Australia,0,0,0,10.0
10903,SPD Smith,19.0,16.0,2.0,1.0,118.75,DW Steyn,['K Rabada'],caught,SPD Smith,2016-03-06,Australia,Australia,New Wanderers Stadium,Australia,0,0,0,27.0
10904,SPD Smith,44.0,27.0,2.0,2.0,162.96296296296296,K Rabada,['Q de Kock'],caught,SPD Smith,2016-03-09,Australia,Australia,Newlands,Australia,0,0,0,54.0
10905,SPD Smith,6.0,7.0,1.0,0.0,85.71428571428571,MJ Santner,['L Ronchi'],stumped,SPD Smith,2016-03-18,New Zealand,New Zealand,Himachal Pradesh Cricket Association Stadium,Australia,0,0,0,11.0
10906,SPD Smith,14.0,13.0,0.0,1.0,107.69230769230771,Mustafizur Rahman,0,bowled,SPD Smith,2016-03-21,Bangladesh,Australia,M Chinnaswamy Stadium,Australia,0,0,0,20.0
10907,SPD Smith,61.0,44.0,8.0,0.0,138.63636363636363,notOut,notOut,notOut,notOut,2016-03-25,Pakistan,Australia,"Punjab Cricket Association IS Bindra Stadium, Mohali",Australia,1,0,0,81.0
10908,SPD Smith,2.0,6.0,0.0,0.0,33.33333333333333,Yuvraj Singh,['MS Dhoni'],caught,SPD Smith,2016-03-27,Australia,India,"Punjab Cricket Association IS Bindra Stadium, Mohali",Australia,0,0,0,6.0
10909,SR Watson,4.0,6.0,0.0,0.0,66.66666666666666,RJ Peterson,0,bowled,SR Watson,2006-02-24,Australia,South Africa,New Wanderers Stadium,Australia,0,0,0,8.0
10910,SR Watson,17.0,15.0,1.0,1.0,113.33333333333331,notOut,notOut,notOut,notOut,2008-06-20,Australia,West Indies,"Kensington Oval, Bridgetown",Australia,0,0,0,24.0
10911,SR Watson,33.0,14.0,6.0,0.0,235.7142857142857,Umar Gul,0,lbw,SR Watson,2009-05-07,Pakistan,Pakistan,Dubai International Cricket Stadium,Australia,0,0,0,43.0
10912,SR Watson,0.0,4.0,0.0,0.0,0.0,JE Taylor,['RR Sarwan'],caught,SR Watson,2009-06-06,West Indies,West Indies,Kennington Oval,Australia,0,0,1,2.0
10913,SR Watson,22.0,22.0,2.0,1.0,100.0,BAW Mendis,0,lbw,SR Watson,2009-06-08,Sri Lanka,Sri Lanka,Trent Bridge,Australia,0,0,0,30.0
10914,SR Watson,10.0,14.0,0.0,0.0,71.42857142857143,SCJ Broad,['RS Bopara'],caught,SR Watson,2009-08-30,Australia,0,Old Trafford,Australia,0,0,0,14.0
10915,SR Watson,8.0,8.0,1.0,0.0,100.0,notOut,notOut,notOut,notOut,2010-02-05,Pakistan,Australia,Melbourne Cricket Ground,Australia,0,0,0,13.0
10916,SR Watson,37.0,19.0,1.0,4.0,194.73684210526315,CH Gayle,['D Ramdin'],caught,SR Watson,2010-02-21,West Indies,Australia,Bellerive Oval,Australia,0,0,0,50.0
10917,SR Watson,62.0,33.0,4.0,4.0,187.87878787878788,notOut,notOut,notOut,notOut,2010-02-23,West Indies,Australia,Sydney Cricket Ground,Australia,1,0,0,86.0
10918,SR Watson,19.0,12.0,4.0,0.0,158.33333333333331,DL Vettori,0,lbw,SR Watson,2010-02-26,Australia,Australia,Westpac Stadium,Australia,0,0,0,27.0
10919,SR Watson,81.0,49.0,7.0,4.0,165.30612244897958,Saeed Ajmal,0,lbw,SR Watson,2010-05-02,Pakistan,Australia,"Beausejour Stadium, Gros Islet",Australia,1,0,0,108.0
10920,SR Watson,4.0,8.0,0.0,0.0,50.0,Mashrafe Mortaza,['Aftab Ahmed'],caught,SR Watson,2010-05-05,Bangladesh,Australia,"Kensington Oval, Bridgetown",Australia,0,0,0,8.0
10921,SR Watson,54.0,32.0,1.0,6.0,168.75,YK Pathan,0,bowled,SR Watson,2010-05-07,India,Australia,"Kensington Oval, Bridgetown",Australia,1,0,0,79.0
10922,SR Watson,1.0,4.0,0.0,0.0,25.0,AD Mathews,0,bowled,SR Watson,2010-05-09,Sri Lanka,Australia,"Kensington Oval, Bridgetown",Australia,0,0,0,5.0
10923,SR Watson,5.0,7.0,0.0,0.0,71.42857142857143,SJ Benn,0,bowled,SR Watson,2010-05-11,Australia,Australia,"Beausejour Stadium, Gros Islet",Australia,0,0,0,9.0
10924,SR Watson,16.0,9.0,2.0,1.0,177.77777777777774,Mohammad Amir,['Abdur Rehman'],caught,SR Watson,2010-05-14,Pakistan,Australia,"Beausejour Stadium, Gros Islet",Australia,0,0,0,24.0
10925,SR Watson,2.0,3.0,0.0,0.0,66.66666666666666,RJ Sidebottom,['GP Swann'],caught,SR Watson,2010-05-16,England,England,"Kensington Oval, Bridgetown",Australia,0,0,0,6.0
10926,SR Watson,0.0,3.0,0.0,0.0,0.0,Mohammad Amir,0,lbw,SR Watson,2010-07-05,Pakistan,Pakistan,Edgbaston,Australia,0,0,1,2.0
10927,SR Watson,4.0,7.0,0.0,0.0,57.14285714285714,NLTC Perera,['M Muralitharan'],caught,SR Watson,2010-10-31,Sri Lanka,Sri Lanka,Western Australia Cricket Association Ground,Australia,0,0,0,8.0
10928,SR Watson,59.0,31.0,6.0,3.0,190.3225806451613,MH Yardy,0,bowled,SR Watson,2011-01-12,England,England,Adelaide Oval,Australia,1,0,0,83.0
10929,SR Watson,17.0,10.0,0.0,2.0,170.0,CR Woakes,['EJG Morgan'],caught,SR Watson,2011-01-14,England,Australia,Melbourne Cricket Ground,Australia,0,0,0,25.0
10930,SR Watson,10.0,10.0,0.0,1.0,100.0,KMDN Kulasekara,0,bowled,SR Watson,2011-08-06,Australia,Sri Lanka,Pallekele International Cricket Stadium,Australia,0,0,0,16.0
10931,SR Watson,57.0,24.0,6.0,5.0,237.5,BAW Mendis,['NLTC Perera'],caught,SR Watson,2011-08-08,Australia,Sri Lanka,Pallekele International Cricket Stadium,Australia,1,0,0,85.0
10932,SR Watson,52.0,41.0,6.0,2.0,126.82926829268291,M Morkel,['DA Miller'],caught,SR Watson,2011-10-13,Australia,Australia,Newlands,Australia,1,0,0,74.0
10933,SR Watson,69.0,43.0,5.0,6.0,160.46511627906978,GE Mathurin,['KA Pollard'],caught,SR Watson,2012-03-27,Australia,Australia,"Beausejour Stadium, Gros Islet",Australia,1,0,0,98.0
10934,SR Watson,0.0,2.0,0.0,0.0,0.0,FH Edwards,['DJG Sammy'],caught,SR Watson,2012-03-30,Australia,West Indies,"Kensington Oval, Bridgetown",Australia,0,0,1,2.0
10935,SR Watson,8.0,11.0,1.0,0.0,72.72727272727273,Umar Gul,0,lbw,SR Watson,2012-09-05,Pakistan,Pakistan,Dubai International Cricket Stadium,Australia,0,0,0,13.0
10936,SR Watson,33.0,28.0,2.0,2.0,117.85714285714286,Saeed Ajmal,0,lbw,SR Watson,2012-09-07,Pakistan,0,Dubai International Cricket Stadium,Australia,0,0,0,43.0
10937,SR Watson,47.0,32.0,1.0,5.0,146.875,Yasir Arafat,['Umar Gul'],caught,SR Watson,2012-09-10,Pakistan,Australia,Dubai International Cricket Stadium,Australia,0,0,0,62.0
